2025-02-06 20:30:10.774 | INFO     | __main__:scrape_prices:122 - Starting price scraping
2025-02-06 20:30:15.856 | DEBUG    | __main__:get_page_content:38 - Accessing https://tavex.bg/zlato
2025-02-06 20:30:19.548 | DEBUG    | __main__:get_page_content:49 - No cookie consent button found or already accepted
2025-02-06 20:30:19.558 | DEBUG    | __main__:get_page_content:64 - Found selector: ('class name', 'product')
2025-02-06 20:30:23.532 | DEBUG    | __main__:scrape_prices:144 - Found 151 product items
2025-02-06 20:30:23.533 | DEBUG    | __main__:scrape_prices:152 - Found 151 product items
2025-02-06 20:30:23.537 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 1 грам абонаментно златно кюлче Tavex: 178.0 BGN
2025-02-06 20:30:23.540 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 0,25 грама златно кюлче Tavex: 47.0 BGN
2025-02-06 20:30:23.541 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 1 унция златна монета Британия: 5516.0 BGN
2025-02-06 20:30:23.542 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 1/10 унция златна монета Британия: 570.0 BGN
2025-02-06 20:30:23.545 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 1 унция златна монета Виенска Филхармония: 5514.0 BGN
2025-02-06 20:30:23.546 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 1/10 унция златна монета Виенска Филхармония: 570.0 BGN
2025-02-06 20:30:23.547 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 1 унция златна монета Канадски кленов лист: 5516.0 BGN
2025-02-06 20:30:23.548 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 1 унция златна монета Австралийско кенгуру: 5514.0 BGN
2025-02-06 20:30:23.549 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 100 грама златно кюлче Valcambi: 17361.0 BGN
2025-02-06 20:30:23.551 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 100 грама златно кюлче Argor-Heraeus: 17361.0 BGN
2025-02-06 20:30:23.552 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 0,25 г златно кюлче Tavex, подаръчен пакет: 47.0 BGN
2025-02-06 20:30:23.553 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 50 x 1 грам комбинирано кюлче Valcambi Suisse CombiBar: 8828.0 BGN
2025-02-06 20:30:23.555 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 50 грама златно кюлче Valcambi: 8828.0 BGN
2025-02-06 20:30:23.556 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 50 грама златно кюлче Argor-Heraeus: 8828.0 BGN
2025-02-06 20:30:23.558 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 1 унция златно кюлче Valcambi: 5498.0 BGN
2025-02-06 20:30:23.559 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 1 унция златно кюлче PAMP Suisse: 5498.0 BGN
2025-02-06 20:30:23.560 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 1 унция златно кюлче Argor-Heraeus: 5498.0 BGN
2025-02-06 20:30:23.561 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 20 грама златно кюлче Valcambi: 3580.0 BGN
2025-02-06 20:30:23.562 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 20 грама златно кюлче PAMP Фортуна: 3580.0 BGN
2025-02-06 20:30:23.562 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 20 грама златно кюлче Argor-Heraeus: 3580.0 BGN
2025-02-06 20:30:23.563 | DEBUG    | __main__:scrape_prices:184 - Scraped price for 10 грама златно кюлче Valcambi: 1790.0 BGN
